# Issue #154 strict inventory of Quarkdown v2.5.1 content, media, presentation, and Markdown-extension surfaces.
# target_sha=107ec3a9482f10d6f90d7580f8409b46a719d18e
# audit_base=7144683346fd6e39c49ef0923733c856a6a55f42
# declared_total=83
# declared_owned=71
# declared_handoffs=12
# Columns: ownership	canonical/public surface	aliases	category/family	exact upstream syntax/signature	exact Quarkdown v2.5.1 provenance	observable contract	Markdown baseline relationship	Quarkdown-specific extension/semantic delta	parser/frontend representation	source provenance/span behavior	binder/value-conversion requirements	evaluator semantics	AST/semantic representation	backend-neutral IR representation or current absence	Typst/backend behavior	rendered-output fidelity	resource/project dependency	caption interaction	numbering interaction	reference/label interaction	layout/document-state interaction	malformed-input behavior	unsupported-input behavior	diagnostic behavior	current Scribium conformance/test evidence	current canonical #147 support status	existing issue/PR linkage	exact remaining gap	disposition
owned	primitive:subdocumentgraph	subdocumentGraph	media/project content	subdocumentgraph() -> SubdocumentGraph node	https://github.com/iamgio/quarkdown/blob/107ec3a9482f10d6f90d7580f8409b46a719d18e/quarkdown-stdlib/src/main/kotlin/com/quarkdown/stdlib/Mermaid.kt	Emits graph of subdocuments.	No Markdown baseline.	Project/subdocument traversal and rendering are QD.	Rushdown is the Markdown substrate; QD calls use the established scribium-markdown boundary	Current source-span model; no new #154 span mapping	No new binding; #149/#165-#167 own callable conversion	No new #154 evaluator dispatch	Existing AST/semantic nodes only; no production semantic addition	Existing backend-neutral IR only; no new variant	Existing lowering only; no new backend lowering	No new Quarkdown-specific output equivalence evidence	No resource access added; #155 where applicable	No current caption producer/consumer	#153 owns global numbering policy; no local index represented	No current label/reference index	No new document-state or layout subsystem	Existing parser/evaluator diagnostics only	Unrepresented behavior remains unsupported; no silent fallback	Existing structured diagnostics only	Pinned source sweep plus current Scribium code/tests	BLOCKED	#155;#156	The subdocument graph contract is blocked on #155 project/resource/include ownership; no graph semantic or output contract can be claimed.	Audit evidence only; implementation frozen until #156
owned	primitive:keybinding	none	content primitive	keybinding(input: String) -> NodeValue	https://github.com/iamgio/quarkdown/blob/107ec3a9482f10d6f90d7580f8409b46a719d18e/quarkdown-stdlib/src/main/kotlin/com/quarkdown/stdlib/MiscElements.kt	Renders keyboard shortcut/keybinding content.	No Markdown baseline.	Keybinding parsing/platform mapping/presentation are QD.	Rushdown is the Markdown substrate; QD calls use the established scribium-markdown boundary	Current source-span model; no new #154 span mapping	No new binding; #149/#165-#167 own callable conversion	No new #154 evaluator dispatch	Existing AST/semantic nodes only; no production semantic addition	Existing backend-neutral IR only; no new variant	Existing lowering only; no new backend lowering	No new Quarkdown-specific output equivalence evidence	No resource access added; #155 where applicable	No current caption producer/consumer	#153 owns global numbering policy; no local index represented	No current label/reference index	No new document-state or layout subsystem	Existing parser/evaluator diagnostics only	Unrepresented behavior remains unsupported; no silent fallback	Existing structured diagnostics only	Pinned source sweep plus current Scribium code/tests	UNKNOWN	#181;#156	The pinned public declaration is enumerated, but its document-content contract and Scribium ownership are not established; it remains UNKNOWN pending bounded review.	Audit evidence only; implementation frozen until #156
handoff:#153	state:captionposition	captionPosition	global state consumer	captionposition(default: CaptionPosition?, figures: CaptionPosition?, tables: CaptionPosition?, code: CaptionPosition?) -> VoidValue	https://github.com/iamgio/quarkdown/blob/107ec3a9482f10d6f90d7580f8409b46a719d18e/quarkdown-stdlib/src/main/kotlin/com/quarkdown/stdlib/Document.kt	Global caption placement policy consumed by figure/table/code content.	Not a Markdown baseline surface.	Producer/dependency is outside #154; this row records the consumer edge.	Established owner boundary; #154 records consumer only.	Current source-span model; no new #154 span mapping	No new binding; #149/#165-#167 own callable conversion	No new #154 evaluator dispatch	Existing AST/semantic nodes only; no production semantic addition	Existing backend-neutral IR only; no new variant	Existing lowering only; no new backend lowering	No new Quarkdown-specific output equivalence evidence	No resource access added; #155 where applicable	No current caption producer/consumer	#153 owns global numbering policy; no local index represented	No current label/reference index	No new document-state or layout subsystem	Existing parser/evaluator diagnostics only	Unrepresented behavior remains unsupported; no silent fallback	Existing structured diagnostics only	Pinned source sweep and prior audit handoff evidence.	NOT_APPLICABLE	#145;#146;#153;frozen until #156	Dependency is explicitly outside #154; no duplicate implementation is authorized.	Audit evidence only; implementation frozen until #156
handoff:#153	state:numbering	numbering/nonumbering	global state consumer	numbering(...) and nonumbering() document policy	https://github.com/iamgio/quarkdown/blob/107ec3a9482f10d6f90d7580f8409b46a719d18e/quarkdown-stdlib/src/main/kotlin/com/quarkdown/stdlib/Document.kt	Global numbering policy consumed by headings, figures, tables, math, code, footnotes, and numbered content.	Not a Markdown baseline surface.	Producer/dependency is outside #154; this row records the consumer edge.	Established owner boundary; #154 records consumer only.	Current source-span model; no new #154 span mapping	No new binding; #149/#165-#167 own callable conversion	No new #154 evaluator dispatch	Existing AST/semantic nodes only; no production semantic addition	Existing backend-neutral IR only; no new variant	Existing lowering only; no new backend lowering	No new Quarkdown-specific output equivalence evidence	No resource access added; #155 where applicable	No current caption producer/consumer	#153 owns global numbering policy; no local index represented	No current label/reference index	No new document-state or layout subsystem	Existing parser/evaluator diagnostics only	Unrepresented behavior remains unsupported; no silent fallback	Existing structured diagnostics only	Pinned source sweep and prior audit handoff evidence.	NOT_APPLICABLE	#175;#153;frozen until #156	Dependency is explicitly outside #154; no duplicate implementation is authorized.	Audit evidence only; implementation frozen until #156
handoff:#153	state:pageformat-columns	pageFormat	global state consumer	pageformat(columns: Int?, ...) -> VoidValue	https://github.com/iamgio/quarkdown/blob/107ec3a9482f10d6f90d7580f8409b46a719d18e/quarkdown-stdlib/src/main/kotlin/com/quarkdown/stdlib/Document.kt	Document-wide columns are consumed by local row/column/grid/fullspan.	Not a Markdown baseline surface.	Producer/dependency is outside #154; this row records the consumer edge.	Established owner boundary; #154 records consumer only.	Current source-span model; no new #154 span mapping	No new binding; #149/#165-#167 own callable conversion	No new #154 evaluator dispatch	Existing AST/semantic nodes only; no production semantic addition	Existing backend-neutral IR only; no new variant	Existing lowering only; no new backend lowering	No new Quarkdown-specific output equivalence evidence	No resource access added; #155 where applicable	No current caption producer/consumer	#153 owns global numbering policy; no local index represented	No current label/reference index	No new document-state or layout subsystem	Existing parser/evaluator diagnostics only	Unrepresented behavior remains unsupported; no silent fallback	Existing structured diagnostics only	Pinned source sweep and prior audit handoff evidence.	NOT_APPLICABLE	#175;#153;frozen until #156	Dependency is explicitly outside #154; no duplicate implementation is authorized.	Audit evidence only; implementation frozen until #156
handoff:#153	state:slides	slides	global state consumer	slides(center: Boolean?, controls: Boolean?, speakernotes: Boolean?, transition: Transition, speed: Speed)	https://github.com/iamgio/quarkdown/blob/107ec3a9482f10d6f90d7580f8409b46a719d18e/quarkdown-stdlib/src/main/kotlin/com/quarkdown/stdlib/Slides.kt	Global slide configuration is consumed by fragment/speaker-note content.	Not a Markdown baseline surface.	Producer/dependency is outside #154; this row records the consumer edge.	Established owner boundary; #154 records consumer only.	Current source-span model; no new #154 span mapping	No new binding; #149/#165-#167 own callable conversion	No new #154 evaluator dispatch	Existing AST/semantic nodes only; no production semantic addition	Existing backend-neutral IR only; no new variant	Existing lowering only; no new backend lowering	No new Quarkdown-specific output equivalence evidence	No resource access added; #155 where applicable	No current caption producer/consumer	#153 owns global numbering policy; no local index represented	No current label/reference index	No new document-state or layout subsystem	Existing parser/evaluator diagnostics only	Unrepresented behavior remains unsupported; no silent fallback	Existing structured diagnostics only	Pinned source sweep and prior audit handoff evidence.	NOT_APPLICABLE	#178;#153;#184;frozen until #156	Dependency is explicitly outside #154; no duplicate implementation is authorized.	Audit evidence only; implementation frozen until #156
handoff:#153	state:texmacro	texMacro	global state consumer	texmacro(name: String, macro: String) -> VoidValue	https://github.com/iamgio/quarkdown/blob/107ec3a9482f10d6f90d7580f8409b46a719d18e/quarkdown-stdlib/src/main/kotlin/com/quarkdown/stdlib/Document.kt	Document macro map is consumed by math rendering.	Not a Markdown baseline surface.	Producer/dependency is outside #154; this row records the consumer edge.	Established owner boundary; #154 records consumer only.	Current source-span model; no new #154 span mapping	No new binding; #149/#165-#167 own callable conversion	No new #154 evaluator dispatch	Existing AST/semantic nodes only; no production semantic addition	Existing backend-neutral IR only; no new variant	Existing lowering only; no new backend lowering	No new Quarkdown-specific output equivalence evidence	No resource access added; #155 where applicable	No current caption producer/consumer	#153 owns global numbering policy; no local index represented	No current label/reference index	No new document-state or layout subsystem	Existing parser/evaluator diagnostics only	Unrepresented behavior remains unsupported; no silent fallback	Existing structured diagnostics only	Pinned source sweep and prior audit handoff evidence.	NOT_APPLICABLE	#180;#153;#185;frozen until #156	Dependency is explicitly outside #154; no duplicate implementation is authorized.	Audit evidence only; implementation frozen until #156
handoff:#155	resource:read	read	resource/content consumer	read(path: String, from: Int? = null, to: Int? = null) -> StringValue	https://github.com/iamgio/quarkdown/blob/107ec3a9482f10d6f90d7580f8409b46a719d18e/quarkdown-stdlib/src/main/kotlin/com/quarkdown/stdlib/Data.kt	Project-relative content read feeds code/markdown and other producers.	Not a Markdown baseline surface.	Producer/dependency is outside #154; this row records the consumer edge.	Established owner boundary; #154 records consumer only.	Current source-span model; no new #154 span mapping	No new binding; #149/#165-#167 own callable conversion	No new #154 evaluator dispatch	Existing AST/semantic nodes only; no production semantic addition	Existing backend-neutral IR only; no new variant	Existing lowering only; no new backend lowering	No new Quarkdown-specific output equivalence evidence	No resource access added; #155 where applicable	No current caption producer/consumer	#153 owns global numbering policy; no local index represented	No current label/reference index	No new document-state or layout subsystem	Existing parser/evaluator diagnostics only	Unrepresented behavior remains unsupported; no silent fallback	Existing structured diagnostics only	Pinned source sweep and prior audit handoff evidence.	NOT_APPLICABLE	#155;frozen until #156	Dependency is explicitly outside #154; no duplicate implementation is authorized.	Audit evidence only; implementation frozen until #156
handoff:#155	resource:json-csv	json;csv	resource/content consumer	json(path: String) and csv(path: String) -> data values	https://github.com/iamgio/quarkdown/blob/107ec3a9482f10d6f90d7580f8409b46a719d18e/quarkdown-stdlib/src/main/kotlin/com/quarkdown/stdlib/Data.kt	Structured project resources can feed generated content/tables.	Not a Markdown baseline surface.	Producer/dependency is outside #154; this row records the consumer edge.	Established owner boundary; #154 records consumer only.	Current source-span model; no new #154 span mapping	No new binding; #149/#165-#167 own callable conversion	No new #154 evaluator dispatch	Existing AST/semantic nodes only; no production semantic addition	Existing backend-neutral IR only; no new variant	Existing lowering only; no new backend lowering	No new Quarkdown-specific output equivalence evidence	No resource access added; #155 where applicable	No current caption producer/consumer	#153 owns global numbering policy; no local index represented	No current label/reference index	No new document-state or layout subsystem	Existing parser/evaluator diagnostics only	Unrepresented behavior remains unsupported; no silent fallback	Existing structured diagnostics only	Pinned source sweep and prior audit handoff evidence.	NOT_APPLICABLE	#155;frozen until #156	Dependency is explicitly outside #154; no duplicate implementation is authorized.	Audit evidence only; implementation frozen until #156
handoff:#155	resource:include-subdocument	include;includeall;subdocument	resource/content consumer	include(path: String, mode: IncludeMode = SHARE) and subdocument(...)	https://github.com/iamgio/quarkdown/blob/107ec3a9482f10d6f90d7580f8409b46a719d18e/quarkdown-stdlib/src/main/kotlin/com/quarkdown/stdlib/Ecosystem.kt	Includes/composes project documents that contain content.	Not a Markdown baseline surface.	Producer/dependency is outside #154; this row records the consumer edge.	Established owner boundary; #154 records consumer only.	Current source-span model; no new #154 span mapping	No new binding; #149/#165-#167 own callable conversion	No new #154 evaluator dispatch	Existing AST/semantic nodes only; no production semantic addition	Existing backend-neutral IR only; no new variant	Existing lowering only; no new backend lowering	No new Quarkdown-specific output equivalence evidence	No resource access added; #155 where applicable	No current caption producer/consumer	#153 owns global numbering policy; no local index represented	No current label/reference index	No new document-state or layout subsystem	Existing parser/evaluator diagnostics only	Unrepresented behavior remains unsupported; no silent fallback	Existing structured diagnostics only	Pinned source sweep and prior audit handoff evidence.	NOT_APPLICABLE	#155;frozen until #156	Dependency is explicitly outside #154; no duplicate implementation is authorized.	Audit evidence only; implementation frozen until #156
handoff:#149	content:binder-conversion	none	binding/conversion prerequisite	Content body, inline body, string, map, iterable, and lambda conversion contracts	https://github.com/iamgio/quarkdown/blob/107ec3a9482f10d6f90d7580f8409b46a719d18e/quarkdown-core/src/main/kotlin/com/quarkdown/core/function/value	Content producers receive typed/lazy bodies after one binder.	Not a Markdown baseline surface.	Producer/dependency is outside #154; this row records the consumer edge.	Established owner boundary; #154 records consumer only.	Current source-span model; no new #154 span mapping	No new binding; #149/#165-#167 own callable conversion	No new #154 evaluator dispatch	Existing AST/semantic nodes only; no production semantic addition	Existing backend-neutral IR only; no new variant	Existing lowering only; no new backend lowering	No new Quarkdown-specific output equivalence evidence	No resource access added; #155 where applicable	No current caption producer/consumer	#153 owns global numbering policy; no local index represented	No current label/reference index	No new document-state or layout subsystem	Existing parser/evaluator diagnostics only	Unrepresented behavior remains unsupported; no silent fallback	Existing structured diagnostics only	Pinned source sweep and prior audit handoff evidence.	NOT_APPLICABLE	#149;#165-#167;frozen until #156	Dependency is explicitly outside #154; no duplicate implementation is authorized.	Audit evidence only; implementation frozen until #156
handoff:#158	content:nested-tight-calls	nested function calls	content grammar prerequisite	Nested/tight call body boundaries and source-order evaluation	https://github.com/iamgio/quarkdown/blob/107ec3a9482f10d6f90d7580f8409b46a719d18e/quarkdown-core/src/main/kotlin/com/quarkdown/core/parser/FunctionCallRefiner.kt	Many content producers accept nested bodies/calls.	Not a Markdown baseline surface.	Producer/dependency is outside #154; this row records the consumer edge.	Established owner boundary; #154 records consumer only.	Current source-span model; no new #154 span mapping	No new binding; #149/#165-#167 own callable conversion	No new #154 evaluator dispatch	Existing AST/semantic nodes only; no production semantic addition	Existing backend-neutral IR only; no new variant	Existing lowering only; no new backend lowering	No new Quarkdown-specific output equivalence evidence	No resource access added; #155 where applicable	No current caption producer/consumer	#153 owns global numbering policy; no local index represented	No current label/reference index	No new document-state or layout subsystem	Existing parser/evaluator diagnostics only	Unrepresented behavior remains unsupported; no silent fallback	Existing structured diagnostics only	Pinned source sweep and prior audit handoff evidence.	NOT_APPLICABLE	#158;frozen until #156	Dependency is explicitly outside #154; no duplicate implementation is authorized.	Audit evidence only; implementation frozen until #156
handoff:#160	content:inline-markdown-body	none	content grammar/value prerequisite	Inline Markdown inside Quarkdown content arguments	https://github.com/iamgio/quarkdown/blob/107ec3a9482f10d6f90d7580f8409b46a719d18e/quarkdown-core/src/main/kotlin/com/quarkdown/core/function/value/MarkdownContentValue.kt	Content producers receive inline Markdown with source identity.	Not a Markdown baseline surface.	Producer/dependency is outside #154; this row records the consumer edge.	Established owner boundary; #154 records consumer only.	Current source-span model; no new #154 span mapping	No new binding; #149/#165-#167 own callable conversion	No new #154 evaluator dispatch	Existing AST/semantic nodes only; no production semantic addition	Existing backend-neutral IR only; no new variant	Existing lowering only; no new backend lowering	No new Quarkdown-specific output equivalence evidence	No resource access added; #155 where applicable	No current caption producer/consumer	#153 owns global numbering policy; no local index represented	No current label/reference index	No new document-state or layout subsystem	Existing parser/evaluator diagnostics only	Unrepresented behavior remains unsupported; no silent fallback	Existing structured diagnostics only	Pinned source sweep and prior audit handoff evidence.	NOT_APPLICABLE	#160;frozen until #156	Dependency is explicitly outside #154; no duplicate implementation is authorized.	Audit evidence only; implementation frozen until #156
handoff:#166	content:raw-body	none	content value prerequisite	Raw body capture and lossless String/body conversion	https://github.com/iamgio/quarkdown/blob/107ec3a9482f10d6f90d7580f8409b46a719d18e/quarkdown-core/src/main/kotlin/com/quarkdown/core/function/value/factory/ValueFactory.kt	Code/math/html/markdown consume raw or evaluable body values.	Not a Markdown baseline surface.	Producer/dependency is outside #154; this row records the consumer edge.	Established owner boundary; #154 records consumer only.	Current source-span model; no new #154 span mapping	No new binding; #149/#165-#167 own callable conversion	No new #154 evaluator dispatch	Existing AST/semantic nodes only; no production semantic addition	Existing backend-neutral IR only; no new variant	Existing lowering only; no new backend lowering	No new Quarkdown-specific output equivalence evidence	No resource access added; #155 where applicable	No current caption producer/consumer	#153 owns global numbering policy; no local index represented	No current label/reference index	No new document-state or layout subsystem	Existing parser/evaluator diagnostics only	Unrepresented behavior remains unsupported; no silent fallback	Existing structured diagnostics only	Pinned source sweep and prior audit handoff evidence.	NOT_APPLICABLE	#166;#167;frozen until #156	Dependency is explicitly outside #154; no duplicate implementation is authorized.	Audit evidence only; implementation frozen until #156
